pmid,title,year,journal,missing_kind,is_oa,oa_status,pmcid,oa_url,path
2482821,"Phenotypic comparison between mesothelial and microvascular endothelial cell lineages using conventional endothelial cell markers, cytoskeletal protein markers and in vitro assays of angiogenic potential.",1989,Differentiation; research in biological diversity,open access,True,hybrid,,https://doi.org/10.1111/j.1432-0436.1989.tb00606.x,corpus/by-pmid/2482821.md
24842044,The anticancer effect and mechanism of α-hederin on breast cancer cells.,2014,International journal of oncology,open access,True,bronze,,http://www.spandidos-publications.com/ijo/45/2/757/download,corpus/by-pmid/24842044.md
24854102,Inhibition of Beclin 1 expression enhances cisplatin-induced apoptosis through a mitochondrial-dependent pathway in human ovarian cancer SKOV3/DDP cells.,2014,Oncology research,open access,True,hybrid,,https://doi.org/10.3727/096504014x13946388748992,corpus/by-pmid/24854102.md
24882814,Endogenous bioelectrical networks store non-genetic patterning information during development and regeneration.,2014,The Journal of physiology,open access,True,bronze,PMC4048089,https://physoc.onlinelibrary.wiley.com/doi/pdfdirect/10.1113/jphysiol.2014.271940,corpus/by-pmid/24882814.md
24927329,Image-guided tumor ablation: standardization of terminology and reporting criteria--a 10-year update.,2014,Radiology,open access,True,green,PMC4263618,https://www.ncbi.nlm.nih.gov/pmc/articles/4263618,corpus/by-pmid/24927329.md
25071354,Safety trial of high-intensity focused ultrasound therapy for pancreatic cancer.,2014,World journal of gastroenterology,open access,True,hybrid,PMC4110591,https://www.wjgnet.com/1007-9327/full/v20/i28/9570.htm,corpus/by-pmid/25071354.md
25208916,Newcastle disease virotherapy induces long-term survival and tumor-specific immune memory in orthotopic glioma through the induction of immunogenic cell death.,2015,International journal of cancer,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ijc.29202,corpus/by-pmid/25208916.md
25213867,Alternating electric fields (tumor-treating fields therapy) can improve chemotherapy treatment efficacy in non-small cell lung cancer both in vitro and in vivo.,2014,Seminars in oncology,open access,True,hybrid,,https://doi.org/10.1053/j.seminoncol.2014.09.006,corpus/by-pmid/25213867.md
25213870,Response patterns of recurrent glioblastomas treated with tumor-treating fields.,2014,Seminars in oncology,open access,True,hybrid,,https://doi.org/10.1053/j.seminoncol.2014.09.009,corpus/by-pmid/25213870.md
25224444,Prostate cancer: irreversible electroporation is a safe and feasible option for focal therapy.,2014,Nature reviews. Urology,open access,True,bronze,,https://www.nature.com/articles/nrurol.2014.260.pdf,corpus/by-pmid/25224444.md
25226977,"Dielectric properties of human liver from 10 Hz to 100 MHz: normal liver, hepatocellular carcinoma, hepatic fibrosis and liver hemangioma.",2014,Bio-medical materials and engineering,open access,True,bronze,,https://content.iospress.com:443/download/bio-medical-materials-and-engineering/bme1090?id=bio-medical-materials-and-engineering%2Fbme1090,corpus/by-pmid/25226977.md
2525415,Regional chemotherapy for hepatic metastases of colorectal carcinoma (continuous intraarterial versus continuous intraarterial/intravenous therapy). Results of a controlled clinical trial.,1989,Cancer,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/1097-0142%2819890715%2964%3A2%3C379%3A%3AAID-CNCR2820640207%3E3.0.CO%3B2-8,corpus/by-pmid/2525415.md
25288173,Percutaneous irreversible electroporation of locally advanced pancreatic carcinoma using the dorsal approach: a case report.,2015,Cardiovascular and interventional radiology,open access,True,green,,https://pure.amsterdamumc.nl/ws/files/160717542/Percutaneous-irreversible-electroporation-of-locally-advanced-pancreatic-carcinoma-using-the-dorsal-approach-a-case-rep.pdf,corpus/by-pmid/25288173.md
25391695,Phase II clinical trial of multiple peptide vaccination for advanced head and neck cancer patients revealed induction of immune responses and improved OS.,2015,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://clincancerres.aacrjournals.org/content/clincanres/21/2/312.full.pdf,corpus/by-pmid/25391695.md
25431264,Nucleos(t)ide analogue therapy for HBV-related HCC after hepatic resection: clinical benefits and unanswered questions.,2014,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,open access,True,bronze,,https://link.springer.com/content/pdf/10.1007/s13277-014-2881-1.pdf,corpus/by-pmid/25431264.md
25469016,High intensity focused ultrasound: a noninvasive therapy for locally advanced pancreatic cancer.,2014,World journal of gastroenterology,open access,True,hybrid,PMC4248191,https://doi.org/10.3748/wjg.v20.i44.16480,corpus/by-pmid/25469016.md
25483649,Active specific immunotherapy: using tumor heterogeneity to successfully fight cancer.,2014,Human vaccines & immunotherapeutics,open access,True,bronze,PMC4514058,https://www.tandfonline.com/doi/pdf/10.4161/hv.28886?needAccess=true,corpus/by-pmid/25483649.md
25485722,High-intensity focused ultrasound for the treatment of prostate cancer: A prospective trial with long-term follow-up.,2015,Scandinavian journal of urology,open access,True,diamond,,https://doi.org/10.3109/21681805.2014.988174,corpus/by-pmid/25485722.md
25493228,Breast cancer as photodynamic therapy target: Enhanced therapeutic efficiency by overview of tumor complexity.,2014,World journal of clinical oncology,open access,True,bronze,PMC4259952,https://www.wjgnet.com/2218-4333/full/v5/i5/901.htm,corpus/by-pmid/25493228.md
25582025,Treating cancer with sonodynamic therapy: a review.,2015,"International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group",open access,True,bronze,,https://www.tandfonline.com/doi/pdf/10.3109/02656736.2014.992484?needAccess=true,corpus/by-pmid/25582025.md
25586689,"First-in-man phase 1 clinical trial of gene therapy for advanced pancreatic cancer: safety, biodistribution, and preliminary clinical findings.",2015,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,bronze,PMC4395782,http://www.cell.com/article/S1525001616300971/pdf,corpus/by-pmid/25586689.md
25604499,The inherent metastasis of leukaemia and its exploitation by sonodynamic therapy.,2015,Critical reviews in oncology/hematology,open access,True,hybrid,,https://doi.org/10.1016/j.critrevonc.2014.12.013,corpus/by-pmid/25604499.md
25727223,The effects of alternating electric fields in glioblastoma: current evidence on therapeutic mechanisms and clinical outcomes.,2015,Neurosurgical focus,open access,True,hybrid,,https://thejns.org/downloadpdf/journals/neurosurg-focus/38/3/article-pE14.pdf,corpus/by-pmid/25727223.md
25847929,"Phase II Study of Gemcitabine, Carboplatin, and Iniparib As Neoadjuvant Therapy for Triple-Negative and BRCA1/2 Mutation-Associated Breast Cancer With Assessment of a Tumor-Based Measure of Genomic Instability: PrECOG 0105.",2015,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,open access,True,bronze,PMC4451172,https://ascopubs.org/doi/pdfdirect/10.1200/JCO.2014.57.0085?role=tab,corpus/by-pmid/25847929.md
25847936,TBCRC009: A Multicenter Phase II Clinical Trial of Platinum Monotherapy With Biomarker Assessment in Metastatic Triple-Negative Breast Cancer.,2015,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,open access,True,bronze,PMC4451173,https://ascopubs.org/doi/pdfdirect/10.1200/JCO.2014.57.6660?role=tab,corpus/by-pmid/25847936.md
25854350,Effect of pulsed electromagnetic field on MMP-9 and TIMP-1 levels in chondrosarcoma cells stimulated with IL-1β.,2015,Asian Pacific journal of cancer prevention : APJCP,open access,True,gold,,https://doi.org/10.7314/apjcp.2015.16.7.2701,corpus/by-pmid/25854350.md
26038829,Mitochondrial Targeting of Doxorubicin Eliminates Nuclear Effects Associated with Cardiotoxicity.,2015,ACS chemical biology,open access,True,green,,http://hdl.handle.net/2318/1526617,corpus/by-pmid/26038829.md
26044461,Ultrasound Guided High Intensity Focused Ultrasound for malignant tumors: The Spanish experience of survival advantage in stage III and IV pancreatic cancer.,2015,Ultrasonics sonochemistry,open access,True,hybrid,,https://doi.org/10.1016/j.ultsonch.2015.05.026,corpus/by-pmid/26044461.md
26063038,Potential therapeutic benefits stemming from the thermal nature of irreversible electroporation of solid cancers.,2015,Hepatobiliary & pancreatic diseases international : HBPD INT,open access,True,green,,https://research.utwente.nl/en/publications/013d9a2a-c72e-4b03-921c-61cdfa37ab0d,corpus/by-pmid/26063038.md
26070919,A review of high intensity focused ultrasound in relation to the treatment of renal tumours and other malignancies.,2015,Ultrasonics sonochemistry,open access,True,hybrid,,https://doi.org/10.1016/j.ultsonch.2015.05.035,corpus/by-pmid/26070919.md
26071619,Porphyrin derivatives-mediated sonodynamic therapy for malignant gliomas in vitro.,2015,Ultrasound in medicine & biology,open access,True,green,,http://hdl.handle.net/2115/62735,corpus/by-pmid/26071619.md
26088400,Magnetic resonance-guided high-intensity-focused ultrasound for the treatment of cancer-related pain.,2015,Pain management,open access,True,bronze,,https://www.futuremedicine.com/doi/pdf/10.2217/pmt.15.25,corpus/by-pmid/26088400.md
26095255,Systematic review of high-intensity focused ultrasound ablation in the treatment of breast cancer.,2015,The British journal of surgery,open access,True,bronze,,https://academic.oup.com/bjs/article-pdf/102/8/873/36301635/bjs9793.pdf,corpus/by-pmid/26095255.md
26107191,Current Status and Future Perspectives of Sonodynamic Therapy and Sonosensitiers.,2015,Asian Pacific journal of cancer prevention : APJCP,open access,True,gold,,http://society.kisti.re.kr/sv/SV_svpsbs03V.do?method=download&cn1=JAKO201533678767252,corpus/by-pmid/26107191.md
26204398,"Changes in cell death of peripheral blood lymphocytes isolated from children with acute lymphoblastic leukemia upon stimulation with 7 Hz, 30 mT pulsed electromagnetic field.",2015,Cellular & molecular biology letters,open access,True,gold,,https://doi.org/10.1515/cmble-2015-0006,corpus/by-pmid/26204398.md
26251127,Urethra-sparing high-intensity focused ultrasound for localized prostate cancer: Functional and oncological outcomes.,2015,International journal of urology : official journal of the Japanese Urological Association,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/iju.12876,corpus/by-pmid/26251127.md
26269471,Reply from the authors. Anaesthetic management during open and percutaneous irreversible electroporation.,2015,British journal of anaesthesia,open access,True,bronze,,http://bjanaesthesia.org/article/S0007091217311650/pdf,corpus/by-pmid/26269471.md
2629997,Pulsed electromagnetic (short-wave) energy therapy.,1989,British journal of sports medicine,open access,True,bronze,PMC1478698,https://bjsm.bmj.com/content/bjsports/23/4/213.full.pdf,corpus/by-pmid/2629997.md
26365540,SI: Irreversible Electroporation (IRE). Introduction.,2015,Techniques in vascular and interventional radiology,open access,True,bronze,,http://www.techvir.com/article/S1089251615000414/pdf,corpus/by-pmid/26365540.md
26390181,Mycobacterium indicus pranii (Mw) inhibits invasion by reducing matrix metalloproteinase (MMP-9) via AKT/ERK-1/2 and PKCα signaling: A potential candidate in melanoma cancer therapy.,2017,Cancer biology & therapy,open access,True,bronze,PMC5710694,https://www.tandfonline.com/doi/pdf/10.1080/15384047.2015.1078024?needAccess=true,corpus/by-pmid/26390181.md
26420565,Targeting tumor glycolysis by a mitotropic agent.,2016,Expert opinion on therapeutic targets,open access,True,bronze,,https://www.tandfonline.com/doi/pdf/10.1517/14728222.2016.1093114?needAccess=true,corpus/by-pmid/26420565.md
26458959,Focal irreversible electroporation for prostate cancer: functional outcomes and short-term oncological control.,2016,Prostate cancer and prostatic diseases,open access,True,bronze,,https://www.nature.com/articles/pcan201547.pdf,corpus/by-pmid/26458959.md
26467143,Voltage-Gated Potassium Channels Kv1.3--Potentially New Molecular Target in Cancer Diagnostics and Therapy.,2015,Advances in clinical and experimental medicine : official organ Wroclaw Medical University,open access,True,gold,,https://advances.umw.edu.pl/pdf/2015/24/3/517.pdf,corpus/by-pmid/26467143.md
26670971,Maintenance Therapy With Tumor-Treating Fields Plus Temozolomide vs Temozolomide Alone for Glioblastoma: A Randomized Clinical Trial.,2015,JAMA,open access,True,bronze,,https://jamanetwork.com/journals/jama/articlepdf/2475463/jpc150007.pdf,corpus/by-pmid/26670971.md
26679943,Ionic messengers in development and cancer.,2015,The International journal of developmental biology,open access,True,bronze,,http://www.ijdb.ehu.es/web/descarga/paper/150215mm,corpus/by-pmid/26679943.md
