pmid,sample_mechanism,sample_bucket,predicted_evidence_level,title,year,journal,pub_types,mechanisms,abstract_excerpt,gold_evidence_level,gold_label_status,gold_notes
33114476,electrochemical-therapy,predicted-tagged,preclinical-invivo,Combination of Irreversible Electroporation and STING Agonist for Effective Cancer Immunotherapy.,2020,Cancers,Journal Article,electrochemical-therapy | immunotherapy,"recently, cancer immunotherapy has received attention as a viable solution for the treatment of refractory tumors. however, it still has clinical limitations in its treatment efficacy due to inter-patient tumor heterogeneity and immunosuppressive tumor microenvironment (tme). in this study, we demonstrated the triggering of anti-cancer immune responses by a combination of irreversible electroporation (ire) and a stimulator of interferon genes (sting) agonist. optimal electrical conditions induci...",preclinical-invivo,manual-v1,
33396317,electrochemical-therapy,predicted-tagged,preclinical-invitro,Oxidative Effects during Irreversible Electroporation of Melanoma Cells-In Vitro Study.,2020,"Molecules (Basel, Switzerland)",Journal Article,electrochemical-therapy,"irreversible electroporation (ire) is today used as an alternative to surgery for the excision of cancer lesions. this study aimed to investigate the oxidative and cytotoxic effects the cells undergo during irreversible electroporation using ire protocols. to do so, we used ire-inducing pulsed electric fields (pefs) (eight pulses of 0.1 ms duration and 2-4 kv/cm intensity) and compared their effects to those of pefs of intensities below the electroporation threshold (eight pulses, 0.1 ms, 0.2-0....",preclinical-invitro,manual-v1,
33882773,electrochemical-therapy,predicted-tagged,preclinical-invivo,Combinatorial effect of radium-223 and irreversible electroporation on prostate cancer bone metastasis in mice.,2021,"International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group","Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, Non-P.H.S.",electrochemical-therapy | radioligand-therapy,"**background**: metastatic prostate cancer in bone is difficult to treat as the tumor cells are relatively resistant to hormonal or chemotherapies when compared to primary prostate cancer. irreversible electroporation (ire) is a minimally invasive ablation procedure that has potential applications in the management of prostate cancer in bone. however, a common limitation of ire is tumor recurrence, which arises from incomplete ablation that allows remaining cancer cells to proliferate. in this s...",preclinical-invivo,manual-v1,
39557959,electrochemical-therapy,predicted-tagged,preclinical-invitro,Tumor-derived extracellular vesicles disrupt the blood-brain barrier endothelium following high-frequency irreversible electroporation.,2024,Scientific reports,Journal Article,electrochemical-therapy | nanoparticle,"high-frequency irreversible electroporation (h-fire), a nonthermal brain tumor ablation therapeutic, generates a central tumor ablation zone while transiently disrupting the peritumoral blood-brain barrier (bbb). we hypothesized that bystander effects of h-fire tumor cell ablation, mediated by small tumor-derived extracellular vesicles (stdev), disrupt the bbb endothelium. monolayers of bend.3 cerebral endothelial cells were exposed to supernatants of h-fire or radiation (rt)-treated ll/2 and f9...",preclinical-invitro,manual-v1,
41554743,electrochemical-therapy,predicted-tagged,preclinical-invitro,Disruption of iron homeostasis sensitizes pancreatic cancer to irreversible electroporation.,2026,Nature communications,Journal Article,electrochemical-therapy | nanoparticle | targeted-protein-degradation,"irreversible electroporation (ire) is an ablative treatment for pancreatic cancer. it utilizes high-intensity pulsed electric field (pef) to eliminate cancer cells by irreversibly disrupting cell membranes. however, pef intensity is distributed unevenly; and cancer cells may survive in regions where it falls below the threshold of complete ablation. we find that iron-base metal organic framework nanoparticles (mof-fe) sensitize pancreatic cancer cells to pef by inducing iron overload and ferropt...",preclinical-invitro,manual-v1,
21878233,electrochemical-therapy,predicted-untagged,,Irreversible electroporation is a surgical ablation technique that enhances gene transfer.,2011,Surgery,Journal Article,electrochemical-therapy | immunotherapy,"**background**: reversible electroporation has long been used to transfer macromolecules into target cells in the laboratory by using an electric field to induce transient membrane permeability. recently, the electric field has been modulated to produce permanent membrane permeability and cell death. this novel technique, irreversible electroporation (ire), is being developed for nonthermal cancer ablation. we hypothesize that outside the central zone of ire exists a peripheral zone of reversibl...",preclinical-invitro,manual-v1,
31780711,electrochemical-therapy,predicted-untagged,,Real-time prediction of patient immune cell modulation during irreversible electroporation therapy.,2019,Scientific reports,"Journal Article | Research Support, Non-U.S. Gov't",electrochemical-therapy | immunotherapy,"immunotherapies have demonstrated limited efficacy in pancreatic ductal adenocarcinoma (pdac) patients despite their success in treating other tumor types. this limitation is largely due to the relatively immunosuppressive environment surrounding the tumor. a focal ablative technique called irreversible electroporation (ire) has been shown to modulate this environment, enhancing the efficacy of immunotherapy. one enhancing factor related to improved prognosis is a decrease in regulatory t cells ...",theoretical,manual-v1,real-time prediction framing
31956003,electrochemical-therapy,predicted-untagged,,High-Frequency Irreversible Electroporation for Treatment of Primary Liver Cancer: A Proof-of-Principle Study in Canine Hepatocellular Carcinoma.,2020,Journal of vascular and interventional radiology : JVIR,Journal Article,electrochemical-therapy,**purpose**: to determine the safety and feasibility of percutaneous high-frequency irreversible electroporation (hfire) for primary liver cancer and evaluate the hfire-induced local immune response. **materials and methods**: hfire therapy was delivered percutaneously in 3 canine patients with resectable hepatocellular carcinoma (hcc) in the absence of intraoperative paralytic agents or cardiac synchronization. pre- and post-hfire biopsy samples were processed with histopathology and immunohist...,preclinical-invivo,manual-v1,canine proof-of-principle study
32167722,electrochemical-therapy,predicted-untagged,,Editorial Comment: Feasibility and safety of irreversible electroporation (IRE) in patients with small renal masses: Results of a prospective study.,2020,International braz j urol : official journal of the Brazilian Society of Urology,Editorial | Comment,electrochemical-therapy,,none-applicable,manual-v1,editorial comment
33093457,electrochemical-therapy,predicted-untagged,,Irreversible electroporation plus allogenic Vγ9Vδ2 T cells enhances antitumor effect for locally advanced pancreatic cancer patients.,2020,Signal transduction and targeted therapy,"Journal Article | Randomized Controlled Trial | Research Support, Non-U.S. Gov't",electrochemical-therapy | immunotherapy,"immunotherapy has limited efficacy against locally advanced pancreatic cancer (lapc) due to the presence of an immunosuppressive microenvironment (ism). irreversible electroporation (ire) can not only induce immunogenic cell death, but also alleviate immunosuppression. this study aimed to investigate the antitumor efficacy of ire plus allogeneic γδ t cells in lapc patients. a total of 62 patients who met the eligibility criteria were enrolled in this trial, then randomized into two groups (a: n ...",clinical-other,manual-v1,randomized patient study without phase label
33763295,electrochemical-therapy,predicted-untagged,,The role of irreversible electroporation in promoting M1 macrophage polarization via regulating the HMGB1-RAGE-MAPK axis in pancreatic cancer.,2021,Oncoimmunology,"Journal Article | Research Support, Non-U.S. Gov't",electrochemical-therapy,"irreversible electroporation (ire) is an effective method for treating pancreatic ductal adenocarcinoma (pdac). it remains unclear whether ire can induce a specific immune response by stimulating macrophages. here, the associated markers of macrophages were analyzed after exposure to tumor culture supernatant (tsn) of tumor cells treated with electroporation. subcutaneous and orthotopic pdac models were also used to evaluate the effect of macrophage polarization induced by ire. aside from its di...",preclinical-invivo,manual-v1,
34110490,electrochemical-therapy,predicted-untagged,,"3D mixed-reality visualization of medical imaging data as a supporting tool for innovative, minimally invasive surgery for gastrointestinal tumors and systemic treatment as a new path in personalized treatment of advanced cancer diseases.",2022,Journal of cancer research and clinical oncology,Journal Article,electrochemical-therapy | frequency-therapy,"**background**: the purpose of this study was to investigate the potential of a combination of 3d mixed-reality visualization of medical images using carnalife holo (medapp, poland) system as a supporting tool for innovative, minimally invasive surgery/irreversible electroporation-ira, nano-knife), microwave ablation (mwa)/for advanced gastrointestinal tumors. eight liver and pancreatic tumor treatments were performed. in all of the patients undergoing laparoscopy or open surgery volume and marg...",none-applicable,manual-v1,visualization and planning support paper
